"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group","model_id"
"LD091355","HSS-1048073","46LHVW3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2203","2","REQ1463471-RITM1543928-SCTASK2498204","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"B7SR624","HSS-1997590","B7SR624","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2311","2","DMND0004884","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","DELL OPTIPLEX 3000 THIN CLIENT V3"
"17SR624","HSS-1997575","17SR624","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2311","2","DMND0004884","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","DELL OPTIPLEX 3000 THIN CLIENT V3"
"AO005231","HSS-8094876","C24223M112","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-4th Floor","Victoria","Main building","Endoscopy","5","ISLHTRP20250811-025","","07/06/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Local","TANGENT MEDIX 22B V9"
"PC047902","HSS-8079562","6MMVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2210","2","VIHATRP20231023-014","","06/15/2026","Critical Clinical","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO900006","HSS-1049285","C23A03M101","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2224","2","REQ1580837-RITM1667932-SCTASK2690683","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000414","HSS-8074547","C23202M127","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2213","2","VIHATRP20230522-005","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V5"
"PC093001","HSS-1048463","CJJQK44","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","125","1","REQ1519523-RITM1603028-SCTASK2597967","","11/25/2025","General Rounding","ESC Esquimalt UPCC","NTT-Deskside Services-VictoriaGen-Local","Dell OptiPlex Micro Plus 7020 V1"
"PC093000","HSS-1048464","H9FQK44","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","125","1","REQ1519524-RITM1603029-SCTASK2597907","","11/25/2025","General Rounding","ESC Esquimalt UPCC","NTT-Deskside Services-VictoriaGen-Local","Dell OptiPlex Micro Plus 7020 V1"
"PC090033","HSS-1038911","J3R5XP3","VIHA-EHU-Esquimalt Health Unit-Main Building-1st Floor","Victoria","Main Building","Meeting room","1","REQ0741579-RITM0779168-SCTASK1232680","","04/16/2026","General Rounding","EUPCC","NTT-Deskside Services-VictoriaGen-Local","Dell OPTIPLEX 7000 MICRO V1"
"PC065804","HSS-8096682","MZ0293E7","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","125","1","ISLHTRP20251201-039","","05/08/2026","General Rounding","EUPCC","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"AO001110","C009771","C19C14M193","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","Exam room 5","1","Lease Information Extract - HPFS Tangent","","05/08/2026","Mobile Cart","EUPCC","NTT-Deskside Services-VictoriaGen-Local","Tangent MEDIX T22B V7"
"PC065803","HSS-8096685","MZ0293DP","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Office Coordinator","1","ISLHTRP20251201-042","","07/16/2026","General Rounding","EUPCC","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065795","HSS-8096701","MZ0293DN","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","116","1","ISLHTRP20251201-057","","05/08/2026","General Rounding","EUPCC","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC079766","HSS-1047647","FR97D14","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","118","1","REQ1411481-RITM1488930-SCTASK2410375","","11/13/2025","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","Dell OptiPlex Micro Plus 7010 V2"
"PC065785","HSS-8096697","MZ0293E0","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","Collaboration Area","1","ISLHTRP20251201-054","","03/28/2026","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065782","HSS-8096692","MZ02CH00","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","Med Room","1","ISLHTRP20251201-049","","05/08/2026","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065788","HSS-8096699","MZ0293DV","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Exam Room 3","1","ISLHTRP20251201-056","","07/16/2026","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"LD071052","HSS-1032032","FMKT5J3","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","n/a","1","REQ0457481-RITM0479634-SCTASK0757278","","05/08/2026","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"PC065787","HSS-8096695","MZ02CGZR","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Ent Room 1","1","ISLHTRP20251201-052","","","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"LD050865","HSS-8096704","PF5X4T1F","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","Managers Office","1","ISLHTRP20251201-060","","","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6"
"PC065796","HSS-8096674","MZ0293DK","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Corridor 2","1","ISLHTRP20251201-031","","","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065794","HSS-8096702","MZ0293E5","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","MHSU Consult- 111","1","ISLHTRP20251201-058","","07/16/2026","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065790","HSS-8096673","MZ0293DR","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","Exam Room 5","1","ISLHTRP20251201-030","","07/16/2026","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065802","HSS-8096684","MZ0293EH","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Office Coordinator","1","ISLHTRP20251201-041","","07/16/2026","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065810","HSS-8096691","MZ02CGZK","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Collaboration Area","1","ISLHTRP20251201-048","","05/08/2026","General Rounding","EUPCC-Esquimalt Urgent Primary Care Centre","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"LD081049","HSS-1047797","39LHVW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","TBD","1","REQ1437644-RITM1516572-SCTASK2441804","","05/16/2026","General Rounding","EWHU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD032526","HSS-8098014","PF5X08J1","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","NO DATA","1","ISLHTRP20260316-018","","","General Rounding","EWHU","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6"
"LD029361","HSS-8018263","PC162103","VIHA-EHU-Esquimalt Health Unit-Main Building-1st Floor","Victoria","Main building","39-6","1","","","","General Rounding","EWHU","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T480S"
"LD081048","HSS-1047796","72MJVW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","Main room","1","REQ1437641-RITM1516569-SCTASK2441787","","","General Rounding","EWHU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD032923","HSS-8099410","SD0064MM","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","31","1","ISLHTRP20260706-017","","","General Rounding","EWHU-Esquimalt/Westshore Health Unit","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD032935","HSS-8085250","7PHWCW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","102","1","VIHATRP20240408-005","","","General Rounding","EWHU-Esquimalt/Westshore Health Unit","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD066559","HSS-8085253","48LXCW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","Admin","1","VIHATRP20240408-008","","07/12/2026","General Rounding","EWS Adm/Clerical Support","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD029355","HSS-8088059","G3MQCW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","34","1","VIHATRP20240701-004","","07/12/2026","General Rounding","EWS Home Care","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD066689","HSS-8090552","6CXHVW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","office 10/station 2","1","VIHATRP20241014-019","","","General Rounding","EWS Home Care","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"PC029980","HSS-8088056","4Q76724","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","47","1","VIHATRP20240701-001","","07/12/2026","General Rounding","EWS Home Care","NTT-Deskside Services-VictoriaGen-Local","Dell OptiPlex Micro Plus 7010 V2"
"LD066570","HSS-8085249","6T81DW3","VIHA-CASA-Sooke Health Unit Public Health Nursing-Main Building-1st Floor","Sooke","Main Building","office 35","1","VIHATRP20240408-003","","06/25/2024","General Rounding","EWS Leadership","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD066572","HSS-8085252","3TRXCW3","VIHA-CASA-Sooke Health Unit Public Health Nursing-Main Building-1st Floor","Sooke","Main Building","35","1","VIHATRP20240408-007","","06/25/2024","General Rounding","EWS Leadership","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD066571","HSS-8085251","88LXCW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","35","1","VIHATRP20240408-006","","","General Rounding","EWS Leadership","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"PC065791","HSS-8096671","MZ0293DY","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Exam Room 6","1","ISLHTRP20251201-028","","07/16/2026","General Rounding","Examination","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065789","HSS-8096703","MZ0293EE","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Exam Room 4","1","ISLHTRP20251201-059","","07/16/2026","General Rounding","Examination","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065793","HSS-8096672","MZ0293E3","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Exam Room 8","1","ISLHTRP20251201-029","","05/08/2026","General Rounding","Examination","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065792","HSS-8096675","MZ0293ED","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","Exam Room 2","1","ISLHTRP20251201-032","","05/08/2026","General Rounding","Examination","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC038692","HSS-8061672","CZX1RN3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1102","1","VIHATRP20220815-122","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC037060","HSS-8074575","B101KQ3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1306A","1","VIHATRP20230522-033","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD065037","HSS-8096912","PF5WJDF3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1308","1","ISHTRP20251222-006","","06/15/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKPAD T14 GEN6"
"PC066054","HSS-8061676","FYX1RN3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1109","1","VIHATRP20220815-124","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC100062","HSS-1041218","7YX1RN3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1306 (Carpentry Shop)","1","REQ0849147-RITM0891974-SCTASK1412816","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC047298","HSS-8086333","1F94X04","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1316","1","VIHATRP20240506-004","","04/27/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"LD057861","HSS-8096916","PF5WQCSM","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1306 (Carpentry Shop)","1","ISHTRP20251222-010","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKPAD T14 GEN6"
"PC032522","HSS-8080802","9NMVPR3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","1302","1","VIHATRP20231127-054","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD031280","HSS-8096914","PF5WKFZC","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1312","1","ISHTRP20251222-008","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKPAD T14 GEN6"
"LD065099","HSS-8095688","85MP774","VIHA-VGH-Victoria General Hospital-Regional Laundry-1st Floor","Victoria","Main building","?LC108 / Electrical Engineering","1","ISLHTRP20250915-040","","04/27/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"PC040528","HSS-8086334","3B94X04","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1301","1","VIHATRP20240506-005","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"LD091055","HSS-1047384","BQ5TCW3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","unknown","1","REQ1312635-RITM1384313-SCTASK2373680","","06/22/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"LD065561","HSS-8061664","7849MN3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1308","1","VIHATRP20220815-138","","06/15/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC028100","HSS-8061665","FTVQQN3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1101","1","VIHATRP20220815-128","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC039109","HSS-8080784","CRCKPR3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","1313","1","VIHATRP20231127-036","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD034155","HSS-8087725","8Q6VCW3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1310","1","VIHATRP20240617-040","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"PC032119","HSS-8065338","FMR4XP3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","main building","FMO Shop office","1","VIHATRP20220801-018","","","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC032600","HSS-8061666","2312RN3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1307","1","VIHATRP20220815-132","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC072858","HSS-1043405","7XW0KQ3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","1302","1","REQ1024404-RITM1077798-SCTASK1718818","","03/05/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC047308","HSS-8085914","6364X04","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","unknown","1","VIHATRP20240422-076","","05/22/2026","General Rounding","Facilities and Maintenance","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
